title,text,symbols
Read it. believe it.,"I purchased this kindle book as a sort of favor to a network member. I actually didn't eve pre-read the description!  That being said, I discovered an interesting read about a subject to which I am closely attached... That of communicating with those who have passed on.  When my dear husband/partner died in August of 2012, I had no idea he would visit...even though I had entertained hopes...and yet he did, visit, and does now still.  While to some this may seem &#34;hogwash&#34;, for me and readers of this book, it is far from that.  If you have experienced a loss of a loved one, I highly recommend this very easy read.",
Loved,Loved,
Gave me a very good overview of an emerging technology that I knew very ...,very informative.  Gave me a very good overview of an emerging technology that I knew very little about.  However it did not provide practical ideas or tips for someone at my level.....a layman.  But did offer suggestions on further sources of study.,
Hope you will sleep ttonight.,YOU will enjoy this great novel. It is a fast and exciting read.,
One of the sweetest stories ever,"This is such a classic, I read it to my kids and I just bought this for my little grandson",
Five Stars,"Such a great, creepy read.  Awesome",
"Clear, concise, easy to read description of the failure of science to explain the origin of life on Earth","Wells and Dembski are smart, clear, thinkers and their writing reflects their no nonsense style of providing the essential arguments that have been tried, and failed, by science to describe and replicate the emergence of life from non-life.  Describing how life came to exist on the planet in the first place is one of the key issues of our existence.  Did a couple of rocks bounce together during a volcanic eruption 4.9 billion years ago and create a complex cell complete with DNA and interacting molecules and a genetic code?  That is one tough problem to determine how that could have happened. No experiment, no hypothesis, no accident comes close to explaining how intelligent information was created in a self replicating cell in the first place.  Wells and Dembski give a quick, readable overview of all the failed hypothesis and then make a good case for intelligent design of life!  This is and interesting, quick, and comprehensions explanation of the status and problems of the science, and a defense of intelligent design that is accessable to the layman.",
Perfect for your tiny dancer!,Love this adorable story! My niece enjoys it!,
Need for school,Bought this for school. Very good condition,
LOVE For Dummies Series,Love the for Dummies Series. Easy to follow directions. Comes with paper to practice folding. Fun for adults and kids.,
Great buy!,Bought for my son. He loves it!,
A great first entry,"This review is based on an Advanced Reader's Edition provided as part of the Amazon Vine program...This is Cherie Priest's first foray into the world of Modern Dark Fantasy.  On the surface, it's pretty typical.  Female vampire protagonist.  Did I mention she's a thief/private investigator, and hot?  It has a few twists.  The first is that the client is a vampire, a blind vampire.  The other odd thing is that its written from the first person.  To be honest, I found this to be pretty refreshing.  You get to really experience the story from Raylene's point of view.  There are a couple of other real twists to the story, which I really didn't predict...I really enjoyed this book, and will be looking for future Raylene Pendle novels.",
Enjoying,Great series ! This one may be the best ?,
Gorgeous Cookbook!,I received this amazing cookbook as a gift. I have printed recipes all over my cookbook cabinet from The Stay at Home Chef before I found out she would have this cookbook. Now I get all my favorite recipes and so many more in one place with beautiful images and so many helpful instructions. Thank you Rachel and team for a job well done! I can’t wait to try some new recipes for Thanksgiving dinner next week!,
Good book! Namaste !,"I am just starting out with yoga to strengthen and tone my body. I hate working out!!! This book has helped me out a lot with starting off. This book was very informative and it had pictures of each poses.. Also, in the index, they had the poses separated for strength and tone, and for stretching..That was very helpful because I really do not have time to do all 37 poses..So it was broken down for what you are doing yoga for..With the pictures, it was also written how to get in the poses and hold it..The only thing I did not like about the book was that it did not tell me how to breath while doing the positions..Also, the photos could have been real people. The pictures were cartoons. But, that is why I have google..I have received this book for free. The above statement is solely my opinion and I was not persuaded in any way..I would definitely recommend this book to anyone starting out. Good book !",
Five Stars,My husband loves it.,
Healthy cooking,Love it.  Just wish it came with the accessories.  Use it 4 to 5 times a week,
very use full,"its nice to have it, my boys n me n my huspand love it i aslo had to get a copy for my 16year old brother who loves it too!",
Five Stars,I really enjoyed reading this book.,
Of Choices and Word Paintings,"L.M. Ross's The Moanin' After is a book about choices--choosing to live, choosing to die, and choosing to forgive.  In this, Ross's second novel, we follow his protagonist David on his harrowing journey through grief.  Ross beautifully shows us that grief is not a solitary process.  David touches lives in his quest to understand and accept the deaths of his friends Face Depina and, most importantly, Tyrone Hunter...And author Ross also makes choices.  Ross has grown as a writer since his first novel.  In it, Manhood The Longest Moan, Ross used his gloriously beautiful figures of speech to excess.  He created six or eight metaphors, similes, etc., and strung them together.  In The Moanin' After, Ross wisely chooses the two or three best of his creations to make his points.  And he makes them amazingly.  The reader can revel in his descriptions.  A poet at heart, Ross knows his subjects:  jazz, New York City, gay life, and what it means to be a Black man.  His word portraits rapturously evoke, sometimes bringing chills down the spine...If anyone deserves a deal with a major publisher, it is Ross.  An editor at Little Brown, Simon and Schuster, Clarion, or any of the other ""big"" publishers could work with Ross and turn him from a very good writer into a great one.  The man knows how to use words in a commanding and beautiful way.  He truly deserves better than his present editor and publisher...His current publisher apparently is dedicated to bringing African-American writers to the marketplace.  What a fine and noble goal!  But when every page has five to fifteen errors, how can this publisher be taken seriously?  The reader is forced to wade through sentences filled with repeated words and words left out.  Time and time again, verbs of two different tenses (think ""was""/ ""were"") are both given, as if the reader might want a choice in the sentence.  Or could it be the editor or proofreader couldn't make the choice him or herself?  And the commas!  My lord, my lord...they are just thrown in willy-nilly.  Someone needs to send this editor a grammar book--STAT!..L.M. Ross needs to be read, not decoded.  If there is a publishing god out there, please let Her send an angel to plop Ross's next manuscript on the desk of an editor familiar with the English language...Ross serves the gay community, the Black community, and the community at large with his humanity and his word paintings.  Read The Moanin' After--it has power and grace.  And after you read it, pass your copy on to your publisher friend...you know, the one who sits in an ivory tower office in Manhattan, waiting for the next great African-American author.",
Love it So Much I Bought Another,"I bought a second one for a Christmas gift. This cookbook is BEAUTIFULLY photographed, easy to follow, and heartwarming.  Five Stars from our family.",
Very Cute!,My friend who loves cats is going to absolutely love this for her Christmas present!  Can't wait to give it to her!,
Great stories,I really loved this book. Nice stories… great for young girls. Love the message it sends and enjoyed how well constructed book was. Would definitely purchase another volume.,
Love the crossover,I really enjoyed this book. I love all the characters and how well they merged. The storyline was fun and had some good twists and action scenes. I was disappointed in how abruptly the story ended. It would have benefited from a wrap up chapter to tie up the loose ends. It didn’t feel finished.,
Unexpected plot twists and turns,"This is a gripping mystery with some unexpected twists and turns to the plot that certainly kept my attention. However, I did think it was a bit unrealistic in that twice Troy Chance, the main character, ends up in the lake and manages to survive for an extended period of time even though the temperature of the water is only 60 degrees. Aside from this challenging and unrealistic situation, the story was interesting and engaging.",
Five Stars,Looks good,
positive teaching book,Behavior books are a great teaching tool for schools & at home.,
More fun than a barrel of monkeys!,"The story is terrific, and the writing is super! I write myself, and simply can't imagine trying to keep track of the plot with all the side quips and comments from Chet. The funny thing is that I had a dog who made very obvious non-verbal remarks like this all the time, but I don't think he was quite as smart as Chet. He'd never have found his way home across a desert like that...Chet really MAKES the story, that's for sure. Just wish Mr. Quinn would write more, faster!!",
Great!,Super cute and good message.  Good for toddlers and early elementary.,
Just as good as 2014,Paper quality is very similar if not the same as 2014 edition. The cover also tends to fold over like 2014 edition. New graphs/illustrations  and revisions are very good. Better then 2014 version. Do wish cover was sturdier.,
This book is not my friend!,"I cannot recall why this book was on my &#34;to read&#34; list. Had I read a review? Did a friend recommend it to me?.Even after finishing the book, I am really not sure if I liked it..There were things in Bev and Amy's relationship that I could relate to, but over all, not sure it was a good representation of the evolution of a friendship..I give this book 2.5 stars, but for this review I have decided to round down.",
Pizzolatto has captured the landscape of the south in interesting and strange short stories,Pizzolatto is a talented fiction writer. Galveston is a wonderful short novel and of course season one of True Detective was one of the best series every on television. I recommend this to anyone who likes literary fiction and enjoys the landscape of the south. He is a master with words. Hopefully season three of TD will be good.,
beginners level,too basic for me,
Teaches a lesson about paying attention and following instruccions,"My 6 year old got the whole series of  six books for christmas and loves it!  This one teaches the kids the important of listening and following directions. I like that each of the books in this series have a Pony Pointer Dictionary with a couple of the most horse vocabulary. A great idea, especially for city kids like mine.",
Four Stars,Subjects jump around a bit too much,
Laugh out Loud Funny,"Hiassen has FL nailed, and his use of language is great.  Bad Monkey is one funny character, and he is not really a lead, or at least you think he is not a lead character for some time, and then Hiassen does his thing.  A great read, perfect for a plane, lots of fun.",
She loved the logo,"I bought this as a birthday gift for a friend who is a total parrot head!  She loved the logo. If the material was a bit thicker, it would have been given five stars for the quality.",
Helpful,I got for the summer for my kid helped when she got back to school onf those small quiz,
Makes My Niece Happy,My 7yo niece loves this book.  Her mom texted me &#34;she hasn't gotten her face out of this book since it arrived&#34; which is all I need to hear.,
Slow moving but intriguing premise of disturbing psychological influence,"This book is suspenseful in a very slow way. I found the premise intriguing- participating in a psychological experiment of sorts that becomes a little twisted and reality is blurred from the manipulation. In actuality, I wouldn’t put much emphasis on the blurred reality part of the advertised summary- not really the plot. There’s times Jessica wonders if an everyday encounter is part of the experiment but it’s not really a ‘is she losing her mind’ kind of manipulation...Jessica enters a psychology study to earn more money for her family and the conductor of the study, Dr. Shields (no relation to me), takes a special interest in Jessica and asks more and more of her in future parts of the study. So there’s this mystery of why Dr Shields is doing this study, why such an interest in Jessica, what happened to Subject 5, and can Dr Shields’ spouse be trusted? To be honest, I was expecting darker answers to those questions than what turned out to be the case. I found the ending a little anti-climactic. I thought there would be a little more pulse-pounding action instead of neatly wrapping everything up with a bow...But I would still recommend this book. It was still engaging and as a psych minor, I enjoyed the psychology intertwined within, a lot of the referenced psych studies I remember from my classes. As long as you don’t go into it expecting a lot of intense action and suspense I think you’ll really like the story and seeing how things unfold. And it’s kinda a freaky scenario to think about. The implications of something like this happening, of a therapist having such personal information and manipulating clients and having the capability to affect and influence their life is definitely worth exploring in a psychological thriller like this...One writing style thing to mention: the chapters alternate POVs. It’s either told from Jessica’s point of view (3rd person) where we can hear her thoughts or from Dr. Shields’ (first person). But with Dr. Shields’ chapters it’s almost in letter or diary form directly addressing Jessica- which I didn’t really like. It definitely makes it more creepy I suppose, but some of the vocabulary or descriptions seemed unnatural for that type of writing... All in all- good book, will probably read others written by these authors.",
Five Stars,A quick and easy reference chart for the ways to ease pain.,
Huh...,"This the first book I read in the series and it will probably be my last, I made it about 45% through the book and realized this story just wasn't doing it for me. Sometimes it can be intriguing or even sexy to read about the taboo or forbidden this book (even though it's supposed to be about those things) seemed to lean more towards the main male character being creepy and the female naive and ignorant than sheltered and innocent. There also wasn't enough relationship build up between the creepy fake uncle that has random flashbacks of his niece in name only when she's young enough to be wearing pigtails and said fake niece. Needless to say, this one wasn't for me.",
Its a keeper!,"This book has the recipes I've been wanting. Using fresh ingredients in simple, easy to follow directions has so far worked out great. We're all trying to eat fresh and simple. This book is a great help with that. I'll be cooking these recipes often. Who knew Freddie was such a professionally trained chef? I didn't til I read his book.",
Enjoyable tale if you read it on its own terms,"Lyrically written, charming, and engaging, The Last Unicorn can be best appreciated if it is read on its own terms.  It is not a sweeping epic like any of J. R. R. Tolkien's works, nor a religious allegory like many of C.S. Lewis' works, nor a Disneyesque fairy tale with the perfunctory happy ending.  Anyone reading it and expecting some variant of these other works will be disappointed.  What The Last Unicorn does is take the traditional literary forms of the quest and the fairy tale, then stand them on their head in a very post-modern sort of way.  It does this to entice readers to ponder the philosophical questions that author Peter S. Beagle considers important...One certainly does not have to read The Last Unicorn in some deeply philosophical manner to enjoy it.  As a simple tale, it is entertaining enough, with wonderful prose, imagery, and characters that will stay with you for a long time.  There is the creaky witch, Mommy Fortuna, her Midnight Carnival, and the Harpy that will be her doom.  There is Schmendrick, the hapless magician, struggling to tap his inner wizard.  There is the genteel balladeer and highwayman, Captain Cully; his giant of a right-hand man, Jack Jingly; and his earthy charwoman, Molly Grue.  And, of course, there is the Unicorn herself, a majestic and magical creature, a primeval force of nature rooted in eternity itself...The tale itself begins with the Unicorn in her forest, discovering that she is apparently the very last Unicorn in the world. Although a solitary creature, this disturbs her greatly, so she begins a quest to find her people, leaving her beloved forest behind to travel a dangerous world.  Along the way, she meets new friends (Schmendrick, Molly Grue) who help her overcome the many ordeals and enemies that she encounters along the way.  Ultimately, the quests leads the Unicorn and her companions to the realm of King Haggard, the jaded and miserly ruler of a destitute kingdom by the sea, who may have had something to do with the disappearance of the Unicorns.  At this point, the tale makes some twists and turns, before reaching its final, bittersweet conclusion...Beneath the tale is a philosophical subtext that delights in exploring the answers to a variety of questions.  What is the nature of illusion?  Can we desire an illusion to be real so much that it does, in fact, become real - until its spell is broken?  What is the difference between time and eternity?  What would an eternal creature be like, and how would we react to it?  If an eternal creature could somehow be made to see things from a mortal's point of view, how would it react?  Beagle doesn't necessarily provide answers to all of these questions - at times, he just raises them for the reader to ponder...Unfortunately, Beagle can't resist dropping all-too-obvious hints that he is playing a friendly little game with his readers.  Anachronistic references to tacos and field recordings, a butterfly that spouts pop tunes from the 1930's, a talking skull that makes reference to ""character assassins"" - Beagle drops a number of not-so-subtle and unnecessary hints, calling the reader's attention to how he is violating the traditional norms of the literary form that he is using, and daring the reader to figure out why.  It's as if Beagle were sitting across the room from the reader, winking and smiling wryly...In the end, however, Beagle manages to pull off a difficult literary feat - creating a simple and enjoyable story that can be read at a deeper, more philosophical level.  The reader can approach it in either way and take something away from his work.  While it doesn't have quite the same emotional resonance for me as (say) any of Tolkien's works, the Last Unicorn deserves its status as a modern literary classic.",
A good book for kids,A good book to read and discuss with children about being respectful.,
Practical advice for real estate or other sales.,Good ideas in easy to understand format.  Sales are a tough market in this economy as we all know.  This book has some great ideas that combined with social network marketing make a difference.,
Fun and imaginative book with lots of twists,"Obert Skye (if that's his real name....) is indeed showing to the world what a talented author he is. He really hits home with the second installment of the Leven Thumps series. Poor Leven never seems to get much of a rest, this book is no exception it starts out fast and furious and keeps going all the way up to the cliff hanging end...The writing is clean ( parents should have no problems with their kids reading this book) the action is intense and non stop and the characters are fun and full of life. How could you not like a main character that is a tooth pick? This book is very imaginative and very cleaver. I wish it didn't end and I really wish I didn't have to wait another year or two for the next one.",
Five Stars,I have found many good lessons and ideas to use in my library.,
Wow!,Perfect gift for the MH lover you drool over!,
Five Stars,very helpful,
Exciting story with twists all around,"This is the best of the Bookshots stories I've read to date. The story is well-plotted, well-written, and well-edited. The characters are consistent with those in the longer Private books, so those I'd met before were instant old friends. The story involves the kidnapping of a Duke's daughter, and the action takes us around London in the chase to rescue her. There are new revelations and twists throughout, and I was rooting for them to rescue her before it was too late. Avery enjoyable story by a master writing team.",
Guilt a good book,I enjoyed it. I thought it had some great twists and turns. Nice combining of the two overlapping baby deaths. I recommend it!,
Admiral Corin Mendenhall,"He was one of our WWII heroes, and never was honored for his sacrifices.  The book is very well written telling us of submarine life few of us knew.  He'll be missed.",
One of the better Dr Ford stories,Wintering in Ft Myers brings me so close to the Dr Ford stories that I feel like I am a part of them. Shark River is one of the best as it gives great description of the local area as it was before so much development took place. This book has great in site into the rest of the series and really reveals the character of Dr Ford. A must read for Dr Ford fans.,
I was expecting an amazing love story,i felt that the story wasn't going anywhere.. I was expecting an amazing love story.. It was boring.,
This paper doll collection transcends into ART,"The distinctive style of the 50's defined glamour and the artist captures that glamour in every illustration.  The dresses are gorgeous and the detail shown make this book a keeper.  This is not your typical paper doll book, but really a lesson in real couture.  A must have for paper doll collectors, fashion historians and fans of beautiful costumes and clothing.",
Five Stars,This is a great book for any primary math teacher.  It is a great reference.,
History with the eye of the fiction author,"This is not a traditional history book and it seems that those who object seem to do so primarally on those grounds.  There is no question that this book does not read or even flow as a typical history which in my view is a tribute to the creative author and a a risk taking publisher both of whom deserve high praise...It is the reader rather than a historian who benefit from this treatment.  The myriad of detail adds color and depth to the men's characters in a way that no regular history book has ever done.  Yes the detail slows the narative and yes the author is all over the place, retrospection, current event, future writing all withing a page or two and yet somehow the whole thing holds together and the information is assimilated in a lasting and meaningful way...The reasonings are so logical and fresh given the years and speculation and outright lies that they shine from the page.  One example - why was Custer not scalped.  Reasons given over the years run from Indian admiration for his courage to contempt.  The author's take,  Custer's hair was cut short for the campain, he was also going bald.  In short his scalp was so unatractive as a trophy, that no one bothered...The author engages in speculation and unlike regular historians, he readily admits when he is doing so.  For example he openly shared his puzzlement as to why certain versions of Custer's death are rejected by one generation only to be viewed as the most credible by furture generations...All and all this is a wonderful read and anyone with an interest in this history would benefit even if some of the facts shared conflict with previous ideas...Custer remains an inegma but this book comes as close as we are ever likely to get to understanding him and the men who served with him.",
Wonderful book - the real romance of travel that is fast disapearing,"This is a wonderful book that reminds you of when travel was an adventure before globalization made it a packaged commodity. Anyone who loves the romance of travel and can get their hands on a copy should jump on it. The country and people are among the most interesting I have read about, the writer is a real person that takes you with him in a book that seems like what a friend would write back to you. This is a story that includes such things as writing to a Russian cartographer asking where on the map he thinks the true origin of one of the Asia's longest rivers is, meeting a forest ranger in a remote land who had always wanted to find it for himself and setting out through hundreds of miles untracked wilderness to get there. The Mongolian people are unique and you will find no references to a McDonald's. Their country is still theirs. This is a gem of a book.",
Really helps,Excellent product.veru helpful,
great book for my 4 year old,My son loves these sorts of books.  He had  lot of fun working on the book although it did require me to explain a few things to him he was able to most of it himself which made him and me happy!,
Five Stars,Excellent !,
Five Stars,This is a good book for dad's who live sports. My husband enjoyed it.,
Good book,I liked the interaction between characters. The young girl 's ability to adapt to such difficult circumstances and learn to not only care for herself but to show compassion for others is remarkable.,
Christmas present for someone,"Thought it was interesting to a point.  Learned more about Mr. Meek's techniques, but an otherwise uninteresting book.  Good for beginners, not necessarily experienced production people.",
Five Stars,Love this book!,
My Favorite Sweary Coloring Book To Date!,"[[VIDEOID:dc646dd551205b4ee04395ffa32ab969]] This is such a good Sweary Adult Coloring Book. I absolutely love the vulgar in this one LOL. This book is a little smaller than a normal sheet of paper but the designs in it are awesome if you like to swear. There is a lot of detail to color on each page so this book will definitely keep you busy for awhile. What a great way to de-stress after work or a long or rough day...The pages are all one sided which I prefer. If using markers or gel pens, I definitely recommend placing a few sheets of blank paper in between the pages so they don't mark through. The page thickness is that of a normal piece of computer paper roughly. The pages are not perforated so they will not tear out unless you just rip them out neatly if you wanted to remove any...Overall, this is my favorite Sweary Coloring Book I have to date. Some of the books claim to have a lot of vulgar in them but they don't. this has a lot of &quot;colorful words&quot; in it that are just awesome! In my video, I show all the pages that come in the book so you can see everything in it and decide if it's for you. I however would definitely recommend it!.I received this product at no cost in exchange for an honest and unbiased review. No compensation for a positive review was provided. All of my reviews are based 100% off of my experience with the product and I never guarantee a positive review.",
Enjoyable detective story with some juicy courtroom scenes.,"Harry Bosch has lost his job as a homicide detective for the LAPD (again) and is at loose ends. At the same time Harry's half-brother, attorney Mickey Haller (The Lincoln Lawyer), is defending former gang member Da'Quan Foster, who's accused of raping and murdering assistant city manager Lexi Park...Mickey is convinced his client was set up and asks Harry to look into the case. Harry refuses because the idea of 'crossing' from catching criminals to helping them get off is abhorrent to him. Nevertheless, Harry takes a look at the LAPD's murder book and gets an inkling that Da'Quan might actually be innocent. The clue that intrigues Harry most is Lexi's expensive watch, which is missing...Meanwhile, two LAPD detectives have an inordinate interest in the Lexi Park case. They spy on Mickey and Harry, stop Mickey for a bogus DUI so they can search his car, and track the half-brothers with GPS devices. Then, when Harry starts to investigate the missing watch, more people are murdered. It's clear that something is rotten in the LAPD...The book moves along at a steady clip as Harry uncovers one clue after another, and builds to a satisfying climax. Full disclosure: I did get a tad impatient with a couple of sections about LAPD parking lots and gangs surveilling them, but this is a minor quibble...The secondary characters add interest to the book, including Harry's daughter Maddie - who's preparing for college, Harry's former partner Lucia - who secretly lends him a hand, and an Internal Affairs investigator that Harry has sparks with...The last part of the book has some juicy courtroom scenes (courtesy of Mickey Haller), which is icing on the cake of a good detective novel. I enjoyed the book and recommend it to mystery lovers - especially fans of Harry Bosch and Mickey Haller.",
My bible,"If you don't want to change - don't bother with this book. But, if you are a seeker, if you have the courage for your ""journey"" and want to connect more deeply to Life and those you care about, then this book is for you...I bought a case and gave them to every weary heart I loved, kept it by my nightstand (the true test of a good book), and feel it offers the insights of a bible. Every ounce of me recommends this book.",
"Great fun, easy cleanup, inspiring!","We get these from time to time with our little ones. We have currently a 1.5 year old and 6 year old. Both get some merritt out of these  books. The 1.5 year old just loves to make some shapes etc with finger paints as any little toddler does. She enjoys making the fish and other animals from the other books...My 6 year old enjoys doing them a bit more strategic, and improving on her drawing skills. She is able to complete the patterns based on just looking at the suggested layouts and ""steps"" to make the animals on the pages. She will do her own twists and use a fine point marker to finish them up with eyes, and scales etc...The paints are easy to wipe up with a simple wet wipe that you would use combined with a diaper change. It's been on clothes and tables with easy cleaning with a simple wash.",
Mrs Parsons is an excellent author and,"we can always use more literature of this nature , uplifting, encouraging . Mrs Parsons is an excellent author and teacher",
I don't get it...,"Gee, so much hype about this book, how could I not read it? But now that I'm finished, I can't undrstand the hype.....The story began well, with enough intrigue to make me wonder what the heck was wrong with this picture. And the language of the story (the writing itself) was very pleasing to follow.  But about half way through, after we discovered what was really happening with Amy, the plot became (in my opinion) implausible and a little silly.  The mystery started off seriously enough but then deviated into a soap opera tale of !megalomaniacal treachery! None of the potential plot lines from first part of the story were developed into anything diabolical ( e.g. the purchase of the gun, Nick's father's strange behavior at the housewarming, Amy's cryptic friendship with Noelle)--most of the mystery was dropped altogether--and then all of a sudden I was forced to accept an unbelievable (& I mean really not believable) turn of events unfitting of the characters thus far developed.  It was not like &#34;Wow! I didn't see THAT coming!!&#34; , it was more like &#34;No way! It wouldn't (or shouldn't) happen like that!!&#34;..Another issue for me, that I realized about 3/4 of the way through, was that the main characters, Nick and Amy, were falsely developed. The first part of the story portrayed them, in depth, to be certain personalities, but then those were discarded in exchange for the more wicked traits of the revealed characters. I understand that this was supposed to be the big twist, but the second-part Nick and Amy were never really fleshed out to make them believable.  I felt as if I never had a grasp on Nick's character at all--was he a handsome streetwise literary? A small-minded, small-town dullard? A scheming, twisted match for his sociopathic wife? How was Amy ever beautiful and gracious, if she was only ever calculative and malevolent? And at what point did they become poison for each other? I was never made to understand how their relationship became a &#34;sick, toxic M&ouml;bius strip&#34;:  that would suggest long-standing dysfunction, but that part of their story was not written here.  I felt that, in order to appreciate the grand turn-of-events, I had to blindly accept that Amy, and to an extent, Nick, were, and had always been, evil...I have many other small issues with the plot, and was perplexed by the resignation of the ending, but suffice it to say that a story with great potential for intrigue and complexity veered off to become a typical bland, superficial, best-seller-list mystery (in my opinion).",
"Interesting, but irritating","Migs Over North Vietnam provides a rare look at the philosophy, records, and environment of the North Vietnamese airforce.  I do not know of any other source for this type of information, and this makes this book worth reading.  The book makes several interesting claims.  For example, Vietnamese records show that many U.S. plane losses--which the U.S. attributed to SAM's--were actually downed by Mig-launched air-to-air missles.  This significantly lowers the fighter vs. fighter kill ratio claimed by American air forces. He clarifies the mythical Colonel Toon, and introduces us to the real heros of the North Vietnamese airforce.  However, Mr. Boniface goes on to claim that the North Vietnamese Airforce never truely lost control of their airspace and won a strategic victory in the air...Unfortunately, Mr. Boniface does not contest the attitude of the North Vietnamese that everything went according to their plan and that they won the air war.  However, using his own figures, one can calculate that 50% of all Vietnamese Mig pilots and 42% of all Vietnamese Migs were lost during the 9-year span covered by the book.  Furthermore, by his own admission, the North Vietnamese airforce was often unable to respond for several months at a time on several different occassions due to severe attrition of its personnel and resources.  I don't think that North Vietnam won the war on the ground or in the air.  I think that North Vietnam won the political and propoganda war.  Mr. Boniface's irritating rhetoric is helping to keep the latter victory alive.",
Five Stars,Thank you!!!,
A Great Read!,This book was one of the best haunted house/ghost story that I have read in a long time. This book captured my attention from the first page and just kept getting better and better. I thought the ending was pretty shocking. I thank Netgalley for the opportunity to read and review this book and I look forward to reading more books by this author.,
Spelling made easy,"I haven't checked this book out yet, I just know its going to be a good book for spelling. I hope that I will find the time to use it and enjoy it.",
A Pleasurable Romp for Those Familiar with Norse Mythos,"I am a Lokean devotee and a lover of all things readable, so I am always on the hunt for any new Loki-themed books I can get my hands on...I'm happy to say ""Father of Monsters"" did not disappoint! It's a fun, fast-paced adventure through the world of Norse mythology, with plenty of clever twists on the old stories. If you aren't familiar with most of the Norse pantheon, the characters and their motivations may be a little hard to grasp, as this story picks up around events that took place near the latter half of the myths' timeline. If you have a general idea of the gods' roles and history, though, it is plenty easy to grasp...The story is fast-paced and smooth, following Loki on his journeys between Asgard, the realm of the Aesir gods, and Jotunheim, the realm of the magically-gifted giants. The central conflict revolves around Loki's desire for godhood, which requires he serve Odin and the other Aesir (often against the Jotun, his own people), and his love for his family, particularly his Jotun wife Angrboda and their serpent son Jormungandr...The story incorporates several of the most popular myths, including Thor's Journey to Utgard, The Theft of Mjolnir, Thor's Fishing Trip, and references to many others such as Loki and the Master Builder and The Death of Baldr. Rather than being a simple retelling, though, these are woven together into a new narrative that feels very true to Loki's character and gives him and the other Aesir and Jotnar a much more three-dimensional, human character than many of the myth collections do...I highly recommend this book fans of Loki or Norse mythology in general. It's a refreshing take on the myths we're all familiar with, and a very pleasant way to pass a few hours.",
Provoking Thoughts,Nice deep saying that are a few sentences,
Great book,I enjoyed it and learned something new,
A great book!,My kids went nuts when this came! It's a very fun book!,
Outstanding! I can't speak highly enough of this book ...,Outstanding!  I can't speak highly enough of this book.  Walton helped me understand Genesis 1 in the context of the ancient Near East.  Changed my view of the subject of origins and purpose in Genesis.,
Good reference for art work in a spiritual nature.,"Lovely copy, using it in class.",
My comment is more of a standing ovation. 2016 ...,"My comment is more of a standing ovation. 2016, we have a woman running for president. We (women) have come a long way since the Suffragette movement began all over the world.  I saw the movie Iron Jawed Angels in 2004 and that movie alone inspired me to register to vote. I saw the movie Suffragette movie this year and its interesting how these women played a role in the lives we live today. I am so grateful, so honored and humbled that these women fought for what they felt was right. After reading this book, it opened my eyes to understand that 100 plus years ago, I was nothing more than property to a man. He was entitled to every possession I owned. I had no say to anything.... Anything!! How can you thank these women for what they did for us?  Vote!!!! Its 2016, you don't  have to vote for a woman candidate but vote for someone and let your voice be heard.  Vote!!!",
Five Stars,Love this book.,
Could not finish this nonsense,"I can't believe how awful this series has become.  When I started with the first book in this series, I was delighted with the setting, the characters and the plot.  This last book was so bad I couldn't finish it.  Fully the first 40% of the plot involves Bay and Landon arguing about nothing, very much like a pair of 5-year-olds..  Bay's family says she has become Whiny.  That is an understatement.  The characters of Bay and, to some extent, Landon have become inane and vapid.  Altogether a most disappointing read.",
Great series.. read it with your kids,This is one of those series I have loved reading with my kiddos.  They are well written and keep you entertained.  Great for an advanced 1st or second grader.,
An Old Standby,"For those drinks you hear about or you get at a bar, this book will have the direction to make it at home.",
A worthy read!,"The plot has been covered by others so I'll just head to my impressions. As a fan of McBride's previous work (musical and literary) I was glad to see he has delivered again. The writing is excellent, the characterization impressive and his ability to generate the milieu of late 60's New York amazing. A bit disjointed in places, it is still a worthy read and a great demonstration of imagination at work.",
Five Stars,Perfect for a Christmas present,
Son loved it!,"Son read it in a day, because it was so captivating!",
A beautiful agricultural design!,"This is a very well written wonderful pattern for a church to add to whatever village, scene your making! Has all the layouts ou need to finish it - The detail is just as shown, the front steps of the church, the people, the trees………………………….lovely pattern.",
Finally - a baby book with bengali/english words!,"The pictures are nice, and baby seems to like looking at them (she's 8 months old). However the bengali names of animals and colors are written in the bengali script, which isn't great for my husband (who doesn't speak bengali) to be able to read the bengali version to our baby (or himself!)",
Five Stars,Love Nora Roberts books...great addition to my collection,
Not your typical Moore book,"After reading almost all of Christopher Moore's books, this one was a tough read at first.  It being a historical fiction book made it kind of slow at some points.  There are a lot of mundane parts that happen throughout the book since the book is about 19th century French painters.  The plot and story really pick up and start to make sense in the last 1/3 of the book...That being said, I'm a huge fan of his writing style, dark humor, and character development and had to go out and buy this book the day it was released.  I did read this a second and even third time, and loved it more each time.  The first time was very confusing and I was almost angry that he wrote such a poor novel.  The second and third time through (and probably 4th) I started to discover how wrong I was to even think that Moore could write a bad book, and that this one was genius (just like the rest of his library)...This shouldnt be your first book you read by Christopher Moore, because of how confusing it is at first.  Go for one of his other books first so you know what a fantastic, hilarious author he really is.  But this is a great book and look forward to more Moore!",
Held my attention,Interesting characters.  A few parts rather difficult to believe true but overall it worked.  A feel good ending. Nice descriptive language.,
It isn’t horrible.,"I thought it would be like the classics publication of black horse’s Conan, but it’s different.",
All things are good,Read it...There is always something to learn. Something powerful in everything. Not only in this book but in any perceived object.,
